id,stage,kind,title,year,doi,url,quality,directness,peer_reviewed,counts_toward_quota,review_status,checksum_sha256,exclude_reason
02-P23,02需求,paper,Overcoming Obstacles in Global Requirements Elicitation: A Multicultural Perspective,2024,10.5753/jserd.2024.2552,https://doi.org/10.5753/jserd.2024.2552,high,同构迁移,True,True,close_read,9444ac8ef1b8f633abbb9ed182f6d963f050734168ec7f528dab8e1db0cc95e5,
02-P24,02需求,paper,Requirements elicitation for a health monitoring mobile application: a participatory design approach with clinicians and researchers,2025,10.23996/fjhw.154924,https://doi.org/10.23996/fjhw.154924,high,同构迁移,True,True,anchor_reread,6e38fcc909faea9904115008918cd1e318396b3c1fbe6b4fbada6f6c3e98e4e9,
02-P25,02需求,paper,Natural Language Processing for Requirements Traceability,2024,10.48550/arxiv.2405.10845,http://arxiv.org/abs/2405.10845,medium,同构迁移,False,True,close_read,66966a920f021165ef39ecdb1833dca9a7d196924677dfdb24013066c6a840e0,
02-P26,02需求,paper,On the Impact of Requirements Smells in Prompts: The Case of Automated Traceability,2025,10.48550/arxiv.2501.04810,http://arxiv.org/abs/2501.04810,medium,同构迁移,False,True,close_read,ef143a0f016eeaddd614e681210081d74c7bd4c9424b80e8b4ec0ca71faf563a,
02-P27,02需求,paper,Classifier or prompt: A case study on legal requirements traceability,2026,10.1007/s10664-026-10827-1,https://doi.org/10.1007/s10664-026-10827-1,high,同构迁移,True,True,anchor_reread,3a0690448b07e34dd1024b1559cbde0245eab58d5fd0c55fec195a46397778cf,
02-P28,02需求,paper,Visualisation of User Stories in UML Models: A Systematic Literature Review,2023,10.18267/j.aip.212,https://doi.org/10.18267/j.aip.212,high,同构迁移,True,True,close_read,e7a9c232b70b7d5bbabb33aff1da669984c9872993f256c02cec409bb5906f6f,
02-P29,02需求,paper,Automated User Story Generation with Test Case Specification Using Large Language Model,2024,10.48550/arxiv.2404.01558,http://arxiv.org/abs/2404.01558,medium,同构迁移,False,True,close_read,0c5d103683b9b04e8a4b1904adc112b1e36cb89aa70452aad0cd150ddc6fe997,
02-P30,02需求,paper,Digital requirements engineering with an INCOSE-derived SysML meta-model,2024,10.48550/arxiv.2410.21288,http://arxiv.org/abs/2410.21288,medium,同构迁移,False,True,close_read,3360f06534283b21bd2c136eccd0413f7f5928d826e4beb2f5083a4444b10c65,
02-S01,02需求,standard,ISO/IEC/IEEE 29148:2018 Systems and software engineering — Life cycle processes — Requirements engineering,2018,,https://www.iso.org/standard/72089.html,high,规范性,False,True,close_read,,
02-S02,02需求,standard,INCOSE Guide to Writing Requirements (GtWR) and Needs and Requirements Manual,2023,,https://www.incose.org/,high,规范性,False,True,close_read,,
02-S03,02需求,standard,ISO/IEC/IEEE 15288:2023 Systems and software engineering — System life cycle processes,2023,,https://www.iso.org/standard/81708.html,high,规范性,False,True,close_read,,
02-S04,02需求,standard,ISO/IEC/IEEE 12207:2017 Software life cycle processes,2017,,https://www.iso.org/standard/63712.html,high,规范性,False,True,close_read,,
02-S05,02需求,standard,"IREB CPRE Foundation Level Syllabus (requirements elicitation, documentation, validation, management)",2024,,https://www.ireb.org/,high,规范性,False,True,close_read,,
02-S06,02需求,standard,BABOK v3 — Business Analysis Body of Knowledge (elicitation and collaboration; requirements life cycle management),2015,,https://www.iiba.org/babok-guide/,high,规范性,False,True,close_read,,
02-S07,02需求,standard,ISO/IEC 25010 / 25019 quality model (product quality characteristics as NFR classes),2023,,https://www.iso.org/standard/78176.html,high,规范性,False,True,close_read,,
02-S08,02需求,standard,Gotel et al. — The Grand Challenge of Traceability (Center of Excellence for Software and Systems Traceability),2012,,https://doi.org/10.1007/978-1-4471-2239-5_1,high,规范性,False,True,close_read,,
02-S09,02需求,standard,Horkoff et al. — Goal-oriented requirements engineering: an extended systematic mapping study,2018,10.1007/s00766-017-0280-z,https://pmc.ncbi.nlm.nih.gov/articles/PMC6555435,high,规范性,False,True,close_read,dfccef73fb7241c8894ed5ad75ec84b8cc5a56eaa52c034976bfa43997929c15,
02-S10,02需求,standard,IEEE Std 830-1998 IEEE Recommended Practice for Software Requirements Specifications (superseded by 29148),1998,,https://standards.ieee.org/standard/830-1998.html,high,规范性,False,True,close_read,,
04-B01,04计划,blog,rolling wave planning  project management knowledge,,,https://project-management-knowledge.com/definitions/r/rolling-wave-planning,low,商业经验,False,True,background,5ca5dc840cfb9e7d734770de2f5e504a39991196af235fcce89403ff4fbbfbd9,
04-B02,04计划,blog,rolling wave project planning,,,https://www.wcu.edu/pmi/1998/NP02.PDF,low,商业经验,False,True,background,,
04-B03,04计划,blog,enhancing project outcomes with rolling wave planning  tempo,,,https://www.tempo.io/blog/rolling-wave-planning,low,商业经验,False,True,background,ba4498ae354b9b2b12c91b9a1321369b94ee9f8833bb2b277e32c3207784f70f,
04-B04,04计划,blog,what is rolling wave planning master this project management skill,,,https://www.projectmanager.com/blog/rolling-wave-planning,low,商业经验,False,True,background,595bce2e943cfd6b36e14877b7c6501de568d553c184786494220c96f2758161,
04-B05,04计划,blog,what is rolling wave planning,,,https://onlinepmcourses.com/what-is-rolling-wave-planning,low,商业经验,False,True,background,320682f920a77b28a3a06c1e1502a16b42b3f00f9e8908033b4e4379af027cf9,
04-B06,04计划,blog,what is rolling wave planning definition example  benefits  pm column,,,https://www.pmcolumn.com/rolling-wave-planning,low,商业经验,False,True,background,a655d7a3ce638f9e5fa4814fdf52642d246a02b8aaa3ff549e61d41a88069817,
04-B07,04计划,blog,what is rolling wave planning  how to create a rolling wave plan,,,https://www.youtube.com/watch?v=rlCOkQoQMx8,low,商业经验,False,False,excluded,c8ce4c5ee815c177b2a081dd1c1bcbd033bbfe39d9bbdb9631a17b9c24833b44,not_tech_blog_host
04-B08,04计划,blog,how to do rolling wave planning with examples  nulab,,,https://nulab.com/learn/project-management/rolling-wave-planning-examples,low,商业经验,False,True,background,b522ceeb25785010e92edaa0883363226e3fdc9d51e871aa449c03efc731fe8d,
04-B09,04计划,blog,moving from work breakdown structure to a critical path schedule,,,https://www.pmi.org/learning/library/moving-work-breakdown-structure-critical-path-6978,low,商业经验,False,True,background,6e4e3d8055274852554345f72ad65cfe3d842a2ab47880d2ff1cdbc2ac8bb208,
04-B10,04计划,blog,critical path method cpm definition components  method,,,https://galorath.com/schedule/critical-path-method,low,商业经验,False,True,background,8fa486720bb202cd3d9a8585a994061d7dc393b452bb2ad7fea24faccc61107d,
04-B11,04计划,blog,cpm scheduling mastering the critical path method  smartpm,,,https://smartpm.com/blog/cpm-scheduling-a-complete-guide-to-the-critical-path-method,low,商业经验,False,True,background,fe52c3cceef16d7ac034b8e35957bbfcf2390c8250e845a62b218cb1d2515d20,
04-B12,04计划,blog,critical path method in project management a practical guide,,,https://www.teamgantt.com/blog/critical-path,low,商业经验,False,True,background,47fb846c9e8dee09d49778c615912c79c8cde0fa93a287e5519e074f97a2c862,
04-B13,04计划,blog,critical path method cpm steps guide  examples,,,https://www.projectmanager.com/guides/critical-path-method,low,商业经验,False,True,background,6a0ab57ca502c01427f7835df53dfd25611aadb5b3c3c4714fa860b7c049e5e2,
04-B14,04计划,blog,pdf cpm schedule training,,,https://fdotwww.blob.core.windows.net/sitefinity/docs/default-source/construction/training/2026-fall-construction-academy/cpm-schedule-training.pdf?sfvrsn=a32cb9ed_3,low,商业经验,False,True,background,dec48672b583fdd600b4078526dd9ea4662d59c4a74c0453aa5fc2f60cded3c9,
04-B15,04计划,blog,how to plan successful projects with the critical path method  planio,,,https://plan.io/blog/critical-path-method,low,商业经验,False,True,background,6a0ab57ca502c01427f7835df53dfd25611aadb5b3c3c4714fa860b7c049e5e2,
04-B16,04计划,blog,how to use critical path method for complete beginners with examples,,,https://www.workamajig.com/blog/critical-path-method,low,商业经验,False,True,background,f9c370df06f400c22846c5826624cc43ef6680d15b9fb587fedc5fdd252975d0,
04-B17,04计划,blog,raci matrix and milestone tracking  pontis technology,,,https://pontistechnology.com/raci-matrix-and-milestone-tracking-project-success,low,商业经验,False,True,background,6662b3bb24bdcdd25af8a3df30af8d4d49d451f73f4d2bac0ebcbefa7ab8235c,
04-B18,04计划,blog,how to use raci for fast project progress  susanne moore posted on the topic  linkedin,,,https://www.linkedin.com/posts/susannemoore_raci-basics-for-effective-project-management-activity-7340143395857711104-8tBk,low,商业经验,False,False,excluded,71a58923eea79f8db4165d8cc6dd492fd9f644113b4d14f2210a1ccc2bec58d1,not_tech_blog_host
04-B19,04计划,blog,how can integrating raci matrix with gantt chart improve project visibility and accountability guide  raci,,,https://flevy.com/topic/raci/question/enhance-project-visibility-accountability-raci-gantt-integration,low,商业经验,False,True,background,3c2b3231a5e6f63a25acabbb654252edba2dae3783e72f2305997b93392fd9f0,
04-B20,04计划,blog,raci matrix free template examples  interactive builder 2026,,,https://www.rock.so/blog/raci-matrix,low,商业经验,False,True,background,,
04-B21,04计划,blog,raci chart what it is how to create one  free examples,,,https://www.teamgantt.com/blog/raci-chart-definition-tips-and-example,low,商业经验,False,True,background,9cfafd3d68bab658a50fa72fa23cdb1a9008ecc3525c54a02103652c444e937e,
04-B22,04计划,blog,pdf fusion point guidance  product based planning  apm,,,https://www.apm.org.uk/media/xerbub5p/product-based-planning-se-pm-fusion-point-guidance.pdf,low,商业经验,False,True,background,535d50c63e70f1cd67962630722c136a22443a47f7e28f4c91ba9bf8bb0f650e,
04-B23,04计划,blog,productbased planning  wikipedia,,,https://en.wikipedia.org/wiki/Product-based_planning,low,商业经验,False,False,excluded,2e6f541bc6ce279faaf9ac2707ca64002d9398ffdb0f251214b83befc2bf0c75,not_tech_blog_host
04-B24,04计划,blog,prince2 product based planning a beginners guide,,,https://www.knowledgehut.com/blog/project-management/prince2-product-based-planning,low,商业经验,False,True,background,54fe136d4092c610c3a79f2d6352b5a5e760af26524e2572ceb2a5a45576dc9c,
04-P01,04计划,paper,assessing the influence of various work breakdown structures on project completion time,2024,10.48084/etasr.7023,https://doi.org/10.48084/etasr.7023,medium,同构迁移,False,True,close_read,42a57a2755a0a6eb6c6b7cd723ac9c366705296a4d58c72699b67bef17b438cf,
04-P02,04计划,paper,determining a fuzzy model of time buffer size in critical chain project management,2024,10.2478/emj-2024-0023,https://doi.org/10.2478/emj-2024-0023,medium,同构迁移,False,True,close_read,5c56e25ce3c52122eea2e92f23877e0f6eb3f0c5bad0ea6300eef63c08617568,
04-P03,04计划,paper,comparative analysis of live action film production management using critical path method cpm versus conventional production processes,2025,10.24076/intechnojournal.2025v7i1.2019,https://doi.org/10.24076/intechnojournal.2025v7i1.2019,medium,同构迁移,False,True,anchor_reread,f6b22acfacd4aa0bca166241d4f2c502f6bd859ed84501b5799a37f7d0ae90ff,
04-P04,04计划,paper,development of standard operating procedures sop for architectural work of subsidized housing based on work breakdown structure wbs to improve quality performance,2025,10.58631/jtus.v3i7.174,https://doi.org/10.58631/jtus.v3i7.174,medium,同构迁移,False,True,anchor_reread,e2e767707fe0e20173373ebe34d4183e49148c7d4103448938fe5146f8300aa9,
04-P05,04计划,paper,features of implementing a work breakdown structure in multidisciplinary projects,2025,10.37547/tajmei/volume07issue08-08,https://doi.org/10.37547/tajmei/volume07issue08-08,medium,同构迁移,False,True,anchor_reread,f797f3f089677da6ab1041ce76a6911e2af2b12c626a88da23387de2a78a9475,
04-P06,04计划,paper,synthesizing last planner system takt and scrum theory and practice to enhance construction project delivery,2024,10.60164/3xymkr1ws,https://doi.org/10.60164/3xymkr1ws,medium,同构迁移,False,True,close_read,784aa8af7ef4f0f6dc0a5b2315bba2393b27113f596b4f3316df100aa7684a5a,
04-P07,04计划,paper,cost analysis of the construction safety management system smkk based on work breakdown structure wbs in an irrigation project,2025,10.65303/journalpmresearch.v1i2.35,https://doi.org/10.65303/journalpmresearch.v1i2.35,medium,同构迁移,False,True,anchor_reread,4b1b85b1f115ede10ceaa3f555294706e3d347ffe5bf44e6adec3bdc4d96a5d6,
04-P08,04计划,paper,influence of planning tools on the performance of a disaster management project in rwanda a case of strengthening national and local disaster risk management capacity resilience and enhancing preparedness and early warning system project in musanze district,2024,10.53819/81018102t2309,http://dx.doi.org/10.53819/81018102t2309,medium,同构迁移,False,True,close_read,15d8236c45481ec7d13980f32ab52a47da94f0a358b21038b82acda0f170df2d,
04-P09,04计划,paper,analysis of the critical chain project management ccpm method bim 3d and last planner system on contractor performance and high rise building project duration,2025,10.59188/eduvest.v5i3.1754,https://doi.org/10.59188/eduvest.v5i3.1754,medium,同构迁移,False,True,anchor_reread,38b4cb605ab080273086b6764164e8314e050359b3e7d481f3803991b2ad0e80,
04-P10,04计划,paper,project sponsorship in recovering delayed projects a case study from korek telecom,2026,10.21070/acopen.11.2026.13832,https://doi.org/10.21070/acopen.11.2026.13832,medium,同构迁移,False,True,anchor_reread,81ccdaae5db1a970eb10b77285da84af114cc3f471d5fb7a1357abcb3938c580,
04-P11,04计划,paper,evaluating the impact of scope time cost and quality management on project performance and business overall performance in jordanian financial sector ,2024,10.5267/j.jpm.2024.9.003,https://doi.org/10.5267/j.jpm.2024.9.003,medium,同构迁移,False,True,close_read,8b3f75e878fa574169710a3cf0b808cb760c962a567d6bd6cbad410abf2ffb3a,
04-P12,04计划,paper,factors affecting implementation of earned value management evm in construction projects,2025,10.4236/jbcpr.2025.133004,https://doi.org/10.4236/jbcpr.2025.133004,medium,同构迁移,False,True,anchor_reread,796248db53ed090af0e9f64e85d1b564f7a90d1851e8dc7bf9b16892179ba501,
04-P13,04计划,paper,nature of project management found in nature,2023,10.3991/ijep.v13i6.39199,http://dx.doi.org/10.3991/ijep.v13i6.39199,medium,同构迁移,False,True,close_read,23f65b339689bef3f05e7565324634597cbea4105794960c03aed80c9808b4fb,
04-P14,04计划,paper,planning and scheduling of multistoried building construction by project management tool primavera p6,2023,10.56726/irjmets46092,http://doi.org/10.56726/irjmets46092,medium,同构迁移,False,True,close_read,967b35f57c95245edb335354f8eafcfc3af5b8fa97e80e23419e9e8d485bdf10,
04-P15,04计划,paper,analysis of methods and approaches in project management in nonformal education in indonesia,2024,10.15294/jone.v10i2.13427,https://doi.org/10.15294/jone.v10i2.13427,medium,同构迁移,False,True,close_read,74d1a1f18a2df0760af9d254401a0c970549562c1b5860732d5e5b962a795e56,
04-P16,04计划,paper,indentifikasi jalur kritis pada proses pemindahan sarana produksi krimer retail dengan metode cpm pada pt x,2026,10.56211/factory.v4i2.1382,https://doi.org/10.56211/factory.v4i2.1382,medium,同构迁移,False,True,anchor_reread,bd3533fb4cb7583d579ccc998e106197c34d53acdbbcffce301fa62be0e72d1d,
04-P17,04计划,paper,manajemen proyek perancangan sistem informasi untuk penjualan alat kesehatan,2025,10.24912/jiksi.v13i1.32858,https://doi.org/10.24912/jiksi.v13i1.32858,medium,同构迁移,False,True,close_read,bcf04eb6bfb2ede91f23ba20cf8c3b9d4345feb34080c219b30ecdcef2c6ac9a,
04-P18,04计划,paper,optimizing concrete mattress fabrication through lean project management a value stream mapping approach to lead time reduction,2025,10.30656/intech.v11i2.110526,https://doi.org/10.30656/intech.v11i2.110526,medium,同构迁移,False,True,close_read,688d48bea5197020083821e946cf3484eef72e610a3c59386fa070267d608974,
04-P19,04计划,paper,project performance evaluation using critical path method and earned value management a comparative analysis of road maintenance projects in the 4th district of camarines sur,2025,10.47191/etj/v10i09.05,https://doi.org/10.47191/etj/v10i09.05,medium,同构迁移,False,True,close_read,c45bd88008bcabd4e2280a4078c02be050bc49213d4d722e1a1f61e578b4d221,
04-P20,04计划,paper,projectbased approach to the implementation and performance evaluation of environmental management in the hotel and restaurant business,2026,10.26565/1992-4259-2026-34-13,https://doi.org/10.26565/1992-4259-2026-34-13,medium,同构迁移,False,True,anchor_reread,b6aaf77f60718278d9e8e2be0895f300560fe5343d6a0da8c70843aeea335670,
04-P21,04计划,paper,comparison of the s curve with the cpm method in analyzing project scheduling,2024,10.61132/ijiime.v1i2.18,http://dx.doi.org/10.61132/ijiime.v1i2.18,medium,同构迁移,False,True,close_read,1e0745557772d1461d3d09606d8196f10608cb9b444af2cdc643cbfa9847c83c,
04-P22,04计划,paper,the calculation method of critical chain buffer based on gert network and information entropy,2025,10.5267/j.ijiec.2025.4.010,https://doi.org/10.5267/j.ijiec.2025.4.010,medium,同构迁移,False,True,close_read,f7e3dad3f248778c168421cd4c4671c2b07b6f7f008d78fb80a663dc8d81987d,
04-P23,04计划,paper,time management with quality control in construction projects by critical chain project management,2024,10.52783/tjjpt.v45.i04.8136,https://doi.org/10.52783/tjjpt.v45.i04.8136,medium,同构迁移,False,True,close_read,c88bb7f1c26edc270728da00a0bd0d234207f298ff9972dcb7288e9e313aa5e6,
04-P24,04计划,paper,application of tools and techniques for determining the duration of tasks and buffers in the critical chain method,2025,10.22533/at.ed.317522503021,https://doi.org/10.22533/at.ed.317522503021,medium,同构迁移,False,True,close_read,4ce7647e7a222b563135c31b319edb62ca799b8468ad953db0ed569571389629,
04-P25,04计划,paper,critical path analysis using microsoft project 2016 on the implementation schedule of residential house construction projects,2023,10.51967/tepian.v4i4.2969,http://dx.doi.org/10.51967/tepian.v4i4.2969,medium,同构迁移,False,True,close_read,12c528380b1111babb4ae8fe40273f124813134ca06d2c6db12b20c640656b6b,
04-P26,04计划,paper,implementation of the critical chain project management ccpm model for improving time and cost in a project for house type 36,2024,10.35912/simo.v5i2.3417,https://doi.org/10.35912/simo.v5i2.3417,medium,同构迁移,False,True,close_read,3e7c35d6c2525d5075dd125cc18e58a43bfe2e2aa50b743f9e6b5df3fa53a4f9,
04-P27,04计划,paper,implementation of the critical path method cpm in web applications for project scheduling with python programming,2025,10.55324/josr.v4i7.2674,https://doi.org/10.55324/josr.v4i7.2674,medium,同构迁移,False,True,close_read,d4eeb0e410003e06867239a1f475bd824f3966056f99a2d31211799d78cce9b1,
04-P28,04计划,paper,petri net induced heuristic search for resource constrained scheduling,2026,,https://arxiv.org/abs/2605.15983,medium,同构迁移,False,True,anchor_reread,0f0f85c484b7a10e1f91937b427fa55aa2198879b24a10c90a706fb64d4f5349,
04-P29,04计划,paper,robust optimization for multiproject scheduling via the critical chain method,2025,10.1371/journal.pone.0336350,https://doi.org/10.1371/journal.pone.0336350,medium,同构迁移,False,True,close_read,0d024fb22f88b3a6d93d442a7efd0f17a118f47dde0f02bd2c89fc84b1d37908,
04-P30,04计划,paper,time and cost analysis using the critical chain project management method in the retrofitting work of the east java province human rights office building into a green building,2025,10.55324/enrichment.v3i9.568,https://doi.org/10.55324/enrichment.v3i9.568,medium,同构迁移,False,True,close_read,eaa32e5016044115322e5dbb424dc3f896684d654bf2d712d4a40eab60dc2b7e,
04-P31,04计划,paper,time and cost control analysis of the construction of the joyoboyo zoo intermodal terminal pedestrian tunnel using the critical path method,2025,10.55047/ijateis.v4i1.1566,https://doi.org/10.55047/ijateis.v4i1.1566,medium,同构迁移,False,True,close_read,8fd73a54493d69d06643c94d3aae486b9f66ce0f180bfef6dd777b92999e0796,
04-P32,04计划,paper,healthcare cant stop evolving innovation as the catalyst for unleashing the managerial potential of valuebased healthcare by stimulating intangible assets and enhancing organizational resilience,2024,10.3389/fpsyg.2024.1438029,https://doi.org/10.3389/fpsyg.2024.1438029,medium,同构迁移,False,True,close_read,77c49e22ddcdd6c58806a95878aa7c0377677b0b7a2ba382a77bbd08737bc39c,
04-P33,04计划,paper,risk identification approaches and the number of risks identified the use of work breakdown structure and business process,2023,10.1057/s41599-023-02028-8,https://doi.org/10.1057/s41599-023-02028-8,medium,同构迁移,False,True,close_read,e8144cfa0486863708c7618e6847c434a0124b3fd55f8139b8b207586c7f5ee6,
04-P34,04计划,paper,implementing blockchain technology for project buffer monitoring and progress sharing in critical chain project management,2024,10.61552/jemit.2024.02.006,https://doi.org/10.61552/jemit.2024.02.006,medium,同构迁移,False,True,close_read,547bd84c62be23fe77fe0de7c6b04b1b225cfdfaa861f680a9af385493468c21,
04-P35,04计划,paper,mcdm model for the selection of network planning techniques in the army for the purposes of performing engineering works when overcoming water obstacles,2025,10.31181/jdaic10006062025t,https://doi.org/10.31181/jdaic10006062025t,medium,同构迁移,False,True,close_read,5c7c87b69f5baeddd8025770f2c81025fbfed151ff4a7db55fde43e40328e104,
04-P36,04计划,paper,the performance of priority rules for the dynamic stochastic resourceconstrained multiproject scheduling problem an experimental investigation,2024,10.1007/s10479-024-05841-9,https://doi.org/10.1007/s10479-024-05841-9,medium,同构迁移,False,True,close_read,bf7b7d6d9fd5c8f14b513b9b5a27d66a00be4a20da32fdd180d83903da9525ed,
04-S01,04计划,standard,pmi practice standard for work breakdown structures 3rd,2019,,https://www.pmi.org/pmbok-guide-standards/framework/practice-standard-work-breakdown-structures-3rd-edition,high,规范性,False,True,close_read,,
04-S02,04计划,standard,pmi practice standard for scheduling 3rd,2019,,https://www.pmi.org/pmbok-guide-standards/framework/practice-standard-scheduling-3rd-edition,high,规范性,False,True,close_read,,
04-S04,04计划,standard,prince2 product-based planning,2023,,https://www.axelos.com/certifications/propath/prince2-project-management,high,规范性,False,True,close_read,,
04-S06,04计划,standard,gao schedule assessment guide,2015,,https://www.gao.gov/products/gao-16-89g,high,规范性,False,True,close_read,,
04-S07,04计划,standard,nasa work breakdown structure handbook,2018,,https://ntrs.nasa.gov/citations/20200000300,high,规范性,False,True,close_read,,
04-S08,04计划,standard,mil-std-881f work breakdown structures for defense materiel,2022,,https://www.esd.whs.mil/Portals/54/Documents/DD/issuances/dodm/881001p.pdf,high,规范性,False,True,close_read,,
05-B01,05实施控制,blog,pdf earned value management system change control procedure,,,https://www-ssrl.slac.stanford.edu/lcls/reviews/lusi/doe_reviews/2008-august/cd-2requireddocuments/evms/lcls_1-1-019_changecontrolrev0-0.pdf,low,商业经验,False,False,excluded,7bd8e2d9e211760d9848de4baed0bd48c70769102409b560b92a2a3513eaaf86,same_url_as_standard
05-B02,05实施控制,blog,change requests in project management pmp guide  pmlearning,,,https://www.pmlearning.org/blog/change-requests-in-project-management,low,商业经验,False,True,background,29837ff9f915fa0c3b0f435363eb8d446614534172f3e54635a8bbf4369701e4,
05-B03,05实施控制,blog,how to make earned value work on your project,,,https://www.pmi.org/learning/library/make-earned-value-work-project-6001,low,商业经验,False,False,excluded,4b6e690a558cf6356d284990c2b5c17ab31d94a4264453acc0fd0381be1e225e,same_url_as_standard
05-B04,05实施控制,blog,how evm tools improve change control efficiency  projstream,,,https://projstream.com/blog/how-evm-tools-improve-change-control-efficiency,low,商业经验,False,True,background,5d77cdc601138f53102a6c5b86a6fc607a338d6a5b4dd1a4f25ebc4c49144962,
05-B05,05实施控制,blog,26 earned value management  managing project costs risks quality and procurement,,,https://pressbooks.bccampus.ca/projectcostsrisksqualityprocurement/chapter/2-6-project-budget-evaluation-2,low,商业经验,False,True,background,13f49a16bba0dbc8628944a3b99600a826ae623e00fcfa34dc62c8ceda1e2a2d,
05-B06,05实施控制,blog,114 change control process  project management,,,https://pressbooks.ulib.csuohio.edu/project-management-navigating-the-complexity/chapter/11-4-change-control-process,low,商业经验,False,True,background,30605df99029a6c3aa95af7029dfa90602c63ca03917cf87a41ba80e6c8dd250,
05-B07,05实施控制,blog,what is change control  apm,,,https://www.apm.org.uk/resources/what-is-project-management/what-is-change-control,low,商业经验,False,False,excluded,b1f6b0923f1a20041bbe0698c7116b941d496f997fd25b893d438159e7516534,same_url_as_standard
05-B08,05实施控制,blog,how to calculate earned value in project management,,,https://www.wrike.com/project-management-guide/faq/how-to-calculate-earned-value-in-project-management,low,商业经验,False,True,background,8584963430b397f81c1ba7137fdb7ad9638f4eb52fcfca9f15fb687232030ee3,
05-B09,05实施控制,blog,what are holdout groups how to use them in ab testing,,,https://www.statsig.com/perspectives/holdout-groups-ab-testing,low,商业经验,False,True,background,d5710a227e8be7832f2e92ee95f7d5a989f7f35fd52b423ddf3ee4f3367e4d76,
05-B10,05实施控制,blog,holdout group design measuring the true impact of your experimentation program  drip,,,https://dripagency.de/blog/holdout-group-design,low,商业经验,False,True,background,7a0c4a7ed56ded032f1efc00f095ee0ee3c445022dd3e21f0388689f69e2106c,
05-B11,05实施控制,blog,holdout experiments  airship docs,,,https://www.airship.com/docs/guides/experimentation/holdout-experiments,low,商业经验,False,True,background,59921b1fec865f5fc3e5cb2136e5805d78bfd1c6025d000bdb7867adf207548a,
05-B12,05实施控制,blog,holdout groups,,,https://www.optimizely.com/optimization-glossary/holdout-groups,low,商业经验,False,True,background,fa8161ad0d96dce6e9e5ec952e4f240c680864cee1df08936388259082c17d0c,
05-B13,05实施控制,blog,longterm holdout groups why and how to use them  data interview question interview guide  bugfreeai,,,https://www.bugfree.ai/knowledge-hub/long-term-holdout-groups-in-experimentation,low,商业经验,False,True,background,9317468ebfc0639ccc929b671441652b386ba66423cd143b82184d32e316e934,
05-B14,05实施控制,blog,holdout groups in marketing the only way to know if your campaigns actually work,,,https://cassandra.app/learn/understanding-holdout-groups-a-key-to-accurate-data-analysis,low,商业经验,False,True,background,fa0f985a907e0c1ea4efd4956c26a3f1586d1ad577449a91dd6bf0cea1ca964e,
05-B15,05实施控制,blog,holdout testing limits of pointintime measurement,,,https://prescientai.com/blog/holdout-testing,low,商业经验,False,True,background,f710552bbf0ba6422834f8582206630ac676123f92a62fa0dbf1c83a38871b6c,
05-B16,05实施控制,blog,statsig glossary  hold out testing,,,https://www.statsig.com/glossary/hold-out-testing,low,商业经验,False,True,background,fa8161ad0d96dce6e9e5ec952e4f240c680864cee1df08936388259082c17d0c,
05-B17,05实施控制,blog,finra reduces waiting periods for retaking qualification exams  finraorg,,,https://www.finra.org/compliance-tools/weekly-archive/07012026,low,商业经验,False,False,excluded,3f7e28940be846b61a9c7eac299a01220bb34fc8884a474bfdd76a023ec54edb,excluded_exam_retake_not_project_wait
05-B18,05实施控制,blog,driver licensing testing requirements  nh division of motor vehicles,,,https://www.dmv.nh.gov/drivers-licensenon-driver-ids/driver-licensing-testing-requirements,low,商业经验,False,False,excluded,9937a6d6c7437e59a7fa041fdfe059456efe631c5ac50843126ac958c20dc219,excluded_dmv_licensing_off_topic
05-B19,05实施控制,blog,pdf certification examination retake policy,,,https://higherlogicdownload.s3.amazonaws.com/NACE/cedda8a4-c3c0-4583-b1b6-3b248e6eb1f2/UploadedImages/Certification/pdf/Examination-Retake-Policy.pdf,low,商业经验,False,False,excluded,5a0d1bbce5d7ba26cb702562cc646b9490e738ce4344e54c8dcc16934478fc13,excluded_cert_exam_retake_off_topic
05-B20,05实施控制,blog,frequently asked questions,,,https://clinicaltrials.gov/policy/faq,low,商业经验,False,False,excluded,73db55ac6eb8daa81478bcedc09b79fc6e5b6b670e392c19c18585cdcb54613a,same_url_as_standard
05-B21,05实施控制,blog,everything you need to know about retaking step 1,,,https://www.onlinemeded.com/blog/should-i-retake-step-1,low,商业经验,False,False,excluded,03aaf473180b9b3279d9b0fa7761d3e3fc5f5c1b2daf7afff9abd90e9e532dd7,excluded_usmle_retake_off_topic
05-B22,05实施控制,blog,change log vs issue log,,,https://www.projectmanagement.com/discussion-topic/128790/change-log-vs-issue-log,low,商业经验,False,True,background,b58d6b2b0dfa67022534f7a0a1252b53759f3aa61e2188d1479f06a4b8c838d7,
05-B23,05实施控制,blog,what is an issue log how to maintain one in project management  plane blog,,,https://plane.so/blog/what-is-an-issue-log-how-to-maintain-one-in-project-management,low,商业经验,False,True,background,9ebf035e96a402d586d56ffb60b336e1d5281c26f2870073385cc75778061507,
05-B24,05实施控制,blog,how to manage changes in predictive projects  amer ali posted on the topic  linkedin,,,https://www.linkedin.com/posts/ameralipmp_change-management-flow-in-predictive-projects-activity-7340782637860417536-J9ZB,low,商业经验,False,False,excluded,300565d224c63a6eb7592d0c0f6cb946b9bafeeb4ce5819f728edd0a0a92feca,not_tech_blog_host
